S_SRNUMBER1,M_RECORD_TYPE,M_RECORD_STATUS,M_CALL_RESULT,CIRCLE,Contacted / Not Contacted,Retained / Not Retained,RetainedCode,REGION,ZONE,Source,CC_REASON,CC_SUBREASON,Customer Segment,Service Segment,Customer Class
83125354,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Voice Call,Low/No Usage,Usage shift to mobile/datacard/4G,Consumer,GoldNew,Individual
83125354,General,Updated,No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Voice Call,Low/No Usage,Usage shift to mobile/datacard/4G,Consumer,GoldNew,Individual
83125354,General,Updated,SIT NC,Tamilnadu,Contacted,Retained,,Others,ZONE1,Voice Call,Low/No Usage,Usage shift to mobile/datacard/4G,Consumer,GoldNew,Individual
83125392,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Retention,Service Related,Complaint Resolution Pending-Network,Consumer,Platinum,Home
83125392,General,Updated,Answer,Karnataka,Contacted,Retained,,Bangalore,Bangalore South,Retention,Service Related,Complaint Resolution Pending-Network,Consumer,Platinum,Home
83125450,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Shifting Rejects,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Home
83125450,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Shifting Rejects,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Home
83125450,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Shifting Rejects,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Home
83125480,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,TRICHY,Trichy,Shifting Rejects,Shifting,Customer doesn't want to shift due to plan change,Consumer,Gold,Individual
83125480,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,TRICHY,Trichy,Shifting Rejects,Shifting,Customer doesn't want to shift due to plan change,Consumer,Gold,Individual
83125480,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,TRICHY,Trichy,Shifting Rejects,Shifting,Customer doesn't want to shift due to plan change,Consumer,Gold,Individual
83125526,General,Updated,Answer,Mumbai,Contacted,Retained,,Others,South Mumbai,AES Email,Low/No Usage,Temporary Requirement,Business,GoldNew,Commercial
83125582,General,Updated,Answer,Gujarat,Contacted,Retained,,AHMEDABAD,Ahmedabad,Voice Call,Low/No Usage,Business Downsizing / Closed,Consumer,Platinum,Home
83125590,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,Central Mumbai,Out Call,Affordability Issue,Financial Inability,Consumer,GoldNew,Home
83125590,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,Central Mumbai,Out Call,Affordability Issue,Financial Inability,Consumer,GoldNew,Home
83125638,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Others,ZONE2,Voice Call,Shifting,Customer shifting to non wired city,Consumer,Gold,Home
83125638,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Others,ZONE2,Voice Call,Shifting,Customer shifting to non wired city,Consumer,Gold,Home
83125686,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE4,Voice Call,Shifting,Already taken a new airtel connection,Consumer,GoldNew,Individual
83125686,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE4,Voice Call,Shifting,Already taken a new airtel connection,Consumer,GoldNew,Individual
83125686,Campaign CallBack,Ready,Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE4,Voice Call,Shifting,Already taken a new airtel connection,Consumer,GoldNew,Individual
83125686,Campaign CallBack,Updated,Answer,Tamilnadu,Contacted,Retained,,Chennai,ZONE4,Voice Call,Shifting,Already taken a new airtel connection,Consumer,GoldNew,Individual
83125724,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Belgaum,BELGAUM,Walkin,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83125724,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Belgaum,BELGAUM,Walkin,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83125724,General,Updated,Abandoned,Karnataka,Contacted,Not Retained,,Belgaum,BELGAUM,Walkin,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83125724,General,Updated,No Answer,Karnataka,Contacted,Not Retained,,Belgaum,BELGAUM,Walkin,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83125748,General,Updated,Answer,Maharashtra,Not Contacted,Flow to Field,,PUNE,Pune,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83125748,General,Updated,Answer,Maharashtra,Not Contacted,Flow to Field,,PUNE,Pune,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83125748,General,Updated,Answer,Maharashtra,Not Contacted,Flow to Field,,PUNE,Pune,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83125748,General,Updated,Dropped on No Answer,Maharashtra,Not Contacted,Flow to Field,,PUNE,Pune,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83125748,General,Updated,Dropped on No Answer,Maharashtra,Not Contacted,Flow to Field,,PUNE,Pune,Voice Call,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,Platinum,Home
83125804,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83125804,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83125804,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Low/No Usage,Temporary Requirement,Consumer,Platinum,Commercial
83125806,General,Updated,Dropped on No Answer,Karnataka,Contacted,Retained,,Mysore,Mysore,Retention,Low/No Usage,Business Downsizing / Closed,Consumer,Gold,Home
83125806,General,Updated,Dropped on No Answer,Karnataka,Contacted,Retained,,Mysore,Mysore,Retention,Low/No Usage,Business Downsizing / Closed,Consumer,Gold,Home
83125806,Campaign CallBack,Ready,Answer,Karnataka,Contacted,Retained,,Mysore,Mysore,Retention,Low/No Usage,Business Downsizing / Closed,Consumer,Gold,Home
83125806,Campaign CallBack,Updated,Answer,Karnataka,Contacted,Retained,,Mysore,Mysore,Retention,Low/No Usage,Business Downsizing / Closed,Consumer,Gold,Home
83125942,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,West Mumbai,Walkin,Shifting,Shifting to non-wired area,Consumer,GoldNew,Home
83125942,General,Updated,Answer,Mumbai,Contacted,Not Retained,,Others,West Mumbai,Walkin,Shifting,Shifting to non-wired area,Consumer,GoldNew,Home
83125946,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE4,TITANIUM CC,Network Experience,Browsing Experience,Consumer,Gold,Home
83125946,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE4,TITANIUM CC,Network Experience,Browsing Experience,Consumer,Gold,Home
83125946,General,Updated,Answer,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE4,TITANIUM CC,Network Experience,Browsing Experience,Consumer,Gold,Home
83125992,General,Updated,Answer,Mumbai,Not Contacted,Flow to Field,,Others,South Mumbai,Email,Low/No Usage,Temporary Requirement,Business,Platinum,Key
83125992,General,Updated,Answer,Mumbai,Not Contacted,Flow to Field,,Others,South Mumbai,Email,Low/No Usage,Temporary Requirement,Business,Platinum,Key
83125992,General,Updated,Answer,Mumbai,Not Contacted,Flow to Field,,Others,South Mumbai,Email,Low/No Usage,Temporary Requirement,Business,Platinum,Key
83125992,General,Updated,Dropped on No Answer,Mumbai,Not Contacted,Flow to Field,,Others,South Mumbai,Email,Low/No Usage,Temporary Requirement,Business,Platinum,Key
83125992,General,Updated,Dropped on No Answer,Mumbai,Not Contacted,Flow to Field,,Others,South Mumbai,Email,Low/No Usage,Temporary Requirement,Business,Platinum,Key
83126010,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Shifting Rejects,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Individual
83126010,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Shifting Rejects,Shifting,"Shifting to non wired area, within city",Consumer,Platinum,Individual
83126016,General,Updated,No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,Email,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,GoldNew,Individual
83126016,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,Email,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,GoldNew,Individual
83126016,General,Updated,No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore South,Email,Network Experience,Delay in Fault Repair / Quality of Fault Repair,Consumer,GoldNew,Individual
83126018,General,Updated,Dropped on No Answer,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE3,Walkin,Low/No Usage,User Shifting,Consumer,Platinum,Individual
83126018,General,Updated,No Answer,Tamilnadu,Not Contacted,Flow to Field,,Chennai,ZONE3,Walkin,Low/No Usage,User Shifting,Consumer,Platinum,Individual
83126062,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,GoldNew,Individual
83126062,Campaign CallBack,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,GoldNew,Individual
83126062,Campaign CallBack,Ready,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE1,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,GoldNew,Individual
83126066,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
83126066,General,Updated,Abandoned,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore South,Email,Shifting,Customer shifting to non wired city,Consumer,Platinum,Home
83126136,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126136,General,Updated,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126136,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126136,General,Updated,No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126136,Campaign CallBack,Ready,Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126136,Campaign CallBack,Updated,No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore East,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126228,General,Updated,No Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE4,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Individual
83126228,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Chennai,ZONE4,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Individual
83126256,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore North,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Gold,Commercial
83126256,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore North,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Gold,Commercial
83126256,General,Updated,Dropped on No Answer,Karnataka,Not Contacted,Flow to Field,,Bangalore,Bangalore North,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Gold,Commercial
83126262,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Belgaum,BELGAUM,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126262,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Belgaum,BELGAUM,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126262,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Belgaum,BELGAUM,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126262,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Belgaum,BELGAUM,Shifting Rejects,Shifting,"Shifting Not Possible - Distance Norms, Tags Unavailable, RoW/Permission",Consumer,Platinum,Home
83126274,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83126274,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83126290,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,WINBACK,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83126296,General,Updated,Dropped on No Answer,Tamilnadu,Not Contacted,Flow to Field,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83126296,General,Updated,No Answer,Tamilnadu,Not Contacted,Flow to Field,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83126296,General,Updated,No Answer,Tamilnadu,Not Contacted,Flow to Field,,Others,ZONE2,Voice Call,Low/No Usage,Temporary Requirement,Consumer,Platinum,Individual
83126300,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Tirrupur,Voice Call,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
83126300,Campaign CallBack,Ready,Answer,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Tirrupur,Voice Call,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
83126300,Campaign CallBack,Updated,Dropped on No Answer,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Tirrupur,Voice Call,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
83126300,General,Updated,Answer,Tamilnadu,Contacted,Flow to Field,,Coimbatore,Tirrupur,Voice Call,Low/No Usage,Branch Closed,Consumer,Platinum,Individual
83126328,General,Updated,No Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Walkin,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83126328,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Walkin,Low/No Usage,Temporary Requirement,Consumer,GoldNew,Individual
83126358,General,Ready,Answer,Gujarat,Contacted,Not Retained,,AHMEDABAD,Ahmedabad,Email,Low/No Usage,Branch Closed,Business,Gold,Commercial
83126370,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Coimbatore,Coimbatore,Voice Call,Low/No Usage,Branch/ Project Closed,Business,Platinum,Small Enterprise
83126370,General,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Coimbatore,Coimbatore,Voice Call,Low/No Usage,Branch/ Project Closed,Business,Platinum,Small Enterprise
83126370,Campaign CallBack,Ready,Answer,Tamilnadu,Contacted,Not Retained,,Coimbatore,Coimbatore,Voice Call,Low/No Usage,Branch/ Project Closed,Business,Platinum,Small Enterprise
83126370,Campaign CallBack,Updated,Answer,Tamilnadu,Contacted,Not Retained,,Coimbatore,Coimbatore,Voice Call,Low/No Usage,Branch/ Project Closed,Business,Platinum,Small Enterprise
83126374,General,Updated,Dropped on No Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore North,WINBACK,Low/No Usage,Temporary Requirement,Consumer,Platinum,Home
83126434,General,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch/ Project Closed,Consumer,GoldNew,Individual
83126434,Campaign CallBack,Updated,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch/ Project Closed,Consumer,GoldNew,Individual
83126434,Campaign CallBack,Ready,Answer,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch/ Project Closed,Consumer,GoldNew,Individual
83126434,General,Updated,Abandoned,Tamilnadu,Contacted,Retained,,Others,ZONE1,Email,Low/No Usage,Branch/ Project Closed,Consumer,GoldNew,Individual
83126558,General,Updated,Answer,Mumbai,Not Contacted,Flow to Field,,Others,West Mumbai,Email,Low/No Usage,Taken a new airtel connection,Consumer,Platinum,Home
83126558,General,Updated,Dropped on No Answer,Mumbai,Not Contacted,Flow to Field,,Others,West Mumbai,Email,Low/No Usage,Taken a new airtel connection,Consumer,Platinum,Home
83126558,General,Updated,Answer,Mumbai,Not Contacted,Flow to Field,,Others,West Mumbai,Email,Low/No Usage,Taken a new airtel connection,Consumer,Platinum,Home
83126558,General,Updated,No Answer,Mumbai,Not Contacted,Flow to Field,,Others,West Mumbai,Email,Low/No Usage,Taken a new airtel connection,Consumer,Platinum,Home
83126572,General,Updated,Answer,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Shifting,Already taken a competition connection,Consumer,Platinum,Home
83126572,General,Updated,Abandoned,Karnataka,Contacted,Not Retained,,Bangalore,Bangalore East,Voice Call,Shifting,Already taken a competition connection,Consumer,Platinum,Home
